City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Kyren,RU,51.6828,102.1408,43.03,31,52,2.1,broken clouds
349,Cayenne,GF,4.9333,-52.3333,75.2,94,75,8.34,moderate rain
350,Rumonge,BI,-3.9736,29.4386,69.96,82,77,4.79,light rain
351,Polunochnoye,RU,60.8697,60.4153,30.43,96,100,3.47,light snow
352,Galveston,US,29.3669,-94.9669,61.0,55,1,10.36,clear sky
353,Beringovskiy,RU,63.05,179.3167,8.78,85,100,12.03,overcast clouds
354,Poum,NC,-20.2333,164.0167,79.27,83,96,7.29,overcast clouds
355,Port Antonio,JM,18.18,-76.4612,78.8,73,75,5.75,broken clouds
356,Hasaki,JP,35.7333,140.8333,70.0,49,75,8.05,broken clouds
357,Carbonear,CA,47.7332,-53.2148,39.99,100,90,9.22,fog
358,Saint-Francois,FR,46.4154,3.9054,39.2,81,0,10.36,clear sky
359,Pokhara,NP,28.2333,83.9833,82.2,7,0,4.27,clear sky
360,Progreso,MX,21.2833,-89.6667,71.6,53,40,9.22,scattered clouds
361,Chatra,IN,24.2167,84.8667,78.8,25,0,3.44,haze
362,Juegang,CN,32.3174,121.1855,59.0,86,100,15.88,overcast clouds
363,Guarapuava,BR,-25.3953,-51.4581,52.29,87,1,3.33,clear sky
364,Kamina,CD,-8.7386,24.9906,62.2,96,77,1.68,broken clouds
365,Bairiki,KI,1.3292,172.9752,86.0,74,20,9.22,few clouds
366,Malakal,SS,9.5334,31.6605,83.73,13,86,9.57,overcast clouds
367,Nabire,ID,-3.3667,135.4833,77.97,91,100,2.1,light rain
368,Victoria,HK,22.2855,114.1577,84.2,65,20,10.36,few clouds
369,Hvolsvollur,IS,63.7533,-20.2243,39.99,98,100,5.99,overcast clouds
370,Puerto Narino,CO,-3.7703,-70.3831,75.2,100,75,2.24,broken clouds
371,Necochea,AR,-38.5473,-58.7368,60.01,93,4,5.99,clear sky
372,Toledo,ES,39.8333,-4.0,50.0,100,0,2.3,clear sky
373,Barao De Melgaco,BR,-16.1944,-55.9675,75.2,94,20,3.44,moderate rain
374,Teguldet,RU,57.3064,88.1667,32.45,97,100,13.09,light snow
375,Vajszlo,HU,45.8596,17.9841,48.99,91,100,3.0,moderate rain
376,Constitucion,CL,-35.3333,-72.4167,56.26,74,0,10.94,clear sky
377,Ejido Hermosillo,MX,32.5121,-114.9238,84.2,17,1,6.91,clear sky
378,Roma,US,43.2128,-75.4557,27.0,50,1,4.65,clear sky
379,Inhambane,MZ,-23.865,35.3833,68.23,86,0,4.25,clear sky
380,Bathsheba,BB,13.2167,-59.5167,77.0,61,40,19.57,scattered clouds
381,Dillon,US,34.4166,-79.3712,35.01,86,1,3.94,clear sky
382,Chicama,PE,-7.8447,-79.1469,71.33,78,97,3.76,overcast clouds
383,Nome,US,64.5011,-165.4064,19.4,73,90,6.91,overcast clouds
384,Concepcion Del Uruguay,AR,-32.4825,-58.2372,64.99,77,35,1.99,scattered clouds
385,Geraldton,AU,-28.7667,114.6,86.0,45,75,5.75,broken clouds
386,Kitui,KE,-1.367,38.0106,65.75,89,55,4.32,broken clouds
387,Rosaryville,US,38.7568,-76.8097,37.99,35,1,5.75,clear sky
388,Priladozhskiy,RU,59.85,31.4833,28.99,97,100,2.89,light snow
389,Manzanillo,CU,20.3433,-77.1167,72.81,83,14,9.95,few clouds
390,Beberibe,BR,-4.1797,-38.1306,82.4,83,75,4.61,broken clouds
391,Kavaratti,IN,10.5669,72.642,83.16,57,100,10.02,overcast clouds
392,Polis,CY,35.0367,32.4264,59.0,77,75,12.66,broken clouds
393,Robertsport,LR,6.7533,-11.3686,79.02,89,95,2.04,overcast clouds
394,Ahipara,NZ,-35.1667,173.1667,67.93,70,8,4.88,clear sky
395,Deyang,CN,31.1302,104.382,61.54,64,96,3.53,overcast clouds
396,Lingyuan,CN,41.24,119.4011,51.01,11,94,20.04,overcast clouds
397,Naze,JP,28.3667,129.4833,73.4,88,75,14.97,broken clouds
398,Cape Coast,GH,5.1053,-1.2466,79.3,88,26,6.49,scattered clouds
399,Severo-Kurilsk,RU,50.6789,156.125,32.52,74,69,6.64,broken clouds
400,Yulara,AU,-25.2406,130.9889,86.0,21,0,9.22,clear sky
401,San Pedro,PH,14.35,121.0167,91.4,46,20,10.36,few clouds
402,Comodoro Rivadavia,AR,-45.8667,-67.5,53.6,94,0,6.78,clear sky
403,Itupiranga,BR,-5.1347,-49.3267,72.43,97,71,1.7,broken clouds
404,Yabelo,ET,4.8833,38.0833,60.35,76,87,3.98,overcast clouds
405,San Nicolas,PH,18.1725,120.5953,86.0,74,20,8.05,few clouds
406,Palanga,LT,55.9175,21.0686,37.4,87,0,5.75,clear sky
407,San Angelo,US,31.4638,-100.437,62.6,42,1,6.91,clear sky
408,Deputatskiy,RU,69.3,139.9,-2.16,95,100,4.85,overcast clouds
409,Hofn,IS,64.2539,-15.2082,43.93,73,0,9.01,clear sky
410,Sarab,IR,38.6066,44.9883,47.5,48,82,1.23,broken clouds
411,Grindavik,IS,63.8424,-22.4338,41.0,100,90,26.46,light intensity drizzle
412,Samarai,PG,-10.6167,150.6667,84.72,70,73,13.89,broken clouds
413,Grand Gaube,MU,-20.0064,57.6608,82.0,75,11,5.99,few clouds
414,Mount Isa,AU,-20.7333,139.5,87.8,25,75,12.66,broken clouds
415,Rosetta,EG,31.4044,30.4164,51.8,82,0,2.3,clear sky
416,Shiyan,CN,32.6475,110.7781,51.3,93,100,3.62,overcast clouds
417,Celestun,MX,20.8667,-90.4,70.68,62,8,13.73,clear sky
418,Barranca,PE,-10.75,-77.7667,68.76,84,16,4.94,few clouds
419,Am Timan,TD,11.0297,20.2827,79.45,18,26,5.55,scattered clouds
420,Airai,TL,-8.9266,125.4092,68.13,82,100,4.45,light rain
421,Katangli,RU,51.7102,143.2326,41.02,89,84,12.64,broken clouds
422,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,77,90,9.22,overcast clouds
423,The Valley,AI,18.217,-63.0578,78.8,73,20,12.66,few clouds
424,Tura,IN,25.5198,90.2201,89.2,31,0,5.06,clear sky
425,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,37.4,44,23,11.18,few clouds
426,Half Moon Bay,US,37.4636,-122.4286,53.01,81,90,8.05,overcast clouds
427,Coro,VE,11.4045,-69.6734,76.86,85,52,15.59,broken clouds
428,Hualmay,PE,-11.0964,-77.6139,68.54,87,33,6.49,scattered clouds
429,Camocim,BR,-2.9022,-40.8411,75.56,91,38,6.13,scattered clouds
430,Irbeyskoye,RU,55.6428,95.4522,36.19,67,100,17.29,overcast clouds
431,Port-Gentil,GA,-0.7193,8.7815,81.3,78,100,7.85,light rain
432,Leh,IN,34.1667,77.5833,26.62,38,44,5.35,scattered clouds
433,Mehamn,NO,71.0357,27.8492,27.46,94,75,12.08,light snow
434,Bonga,ET,7.2833,36.2333,60.66,90,99,2.71,overcast clouds
435,Tual,ID,-5.6667,132.75,80.11,80,100,4.45,overcast clouds
436,Newcastle,AU,-32.9272,151.7765,80.01,73,75,10.36,broken clouds
437,Labuan,MY,5.2767,115.2417,86.0,66,20,4.61,few clouds
438,Grafton,US,42.207,-71.6856,30.0,54,90,5.75,overcast clouds
439,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,71.64,96,44,1.72,scattered clouds
440,Torbay,CA,47.6666,-52.7314,36.0,100,90,9.22,fog
441,Sume,BR,-7.6717,-36.88,68.68,88,1,8.43,clear sky
442,Plettenberg Bay,ZA,-34.0527,23.3716,55.81,78,20,4.99,few clouds
443,Padang,ID,-0.9492,100.3543,84.2,65,40,5.75,scattered clouds
444,Svetlogorsk,BY,52.6333,29.7333,33.03,75,36,3.67,scattered clouds
445,Filadelfia,US,39.9523,-75.1638,37.0,32,1,11.5,clear sky
446,Olafsvik,IS,64.8945,-23.7142,42.24,86,100,25.34,overcast clouds
447,Helong,CN,42.5397,128.9972,43.88,55,100,6.22,light rain
448,Tsiroanomandidy,MG,-18.7667,46.0333,63.48,85,6,2.57,clear sky
449,Aktash,RU,50.3,87.7333,18.32,53,15,4.05,few clouds
450,Gurupi,BR,-11.7292,-49.0686,73.76,90,100,2.77,overcast clouds
451,Sarai Mir,IN,26.0167,82.9167,77.0,36,0,1.77,haze
452,Sudbury,CA,46.49,-80.99,30.99,37,1,4.61,clear sky
453,Iskateley,RU,67.6803,53.1512,12.96,90,99,5.59,overcast clouds
454,Mount Gambier,AU,-37.8333,140.7667,91.4,13,0,19.57,clear sky
455,Nikel,RU,69.4128,30.222,21.2,93,90,6.91,overcast clouds
456,Palana,RU,59.1167,159.9667,15.66,80,40,9.24,scattered clouds
457,Mazarron,ES,37.5992,-1.3149,60.01,73,0,1.99,clear sky
458,Ust-Tsilma,RU,65.441,52.1498,24.01,94,98,1.23,overcast clouds
459,Caxias,PT,38.7031,-9.2767,57.0,88,75,6.91,broken clouds
460,Osoyoos,CA,49.0331,-119.4524,55.4,30,100,2.51,overcast clouds
461,Sisimiut,GL,66.9395,-53.6735,3.34,83,23,11.99,few clouds
462,Bonavista,CA,48.6499,-53.1147,37.4,93,100,5.75,overcast clouds
463,Pemangkat,ID,1.1667,108.9667,84.97,67,6,8.34,clear sky
464,Caxito,AO,-8.5785,13.6643,80.6,89,75,4.61,broken clouds
465,Acajutla,SV,13.5928,-89.8275,72.0,73,40,5.01,scattered clouds
466,Ubatuba,BR,-23.4339,-45.0711,71.4,83,26,3.53,scattered clouds
467,Rajapalaiyam,IN,9.45,77.5667,89.33,40,19,2.75,few clouds
468,San Cristobal,VE,7.7669,-72.225,78.8,69,75,2.3,broken clouds
469,Saint Andrews,US,34.0454,-81.1293,39.2,60,1,3.44,clear sky
470,Burgeo,CA,47.6167,-57.6152,37.53,86,40,22.08,scattered clouds
471,Yanji,CN,42.9075,129.5078,46.89,35,100,13.27,light rain
472,Savinka,RU,50.0785,47.0994,42.55,79,98,4.36,overcast clouds
473,Ballitoville,ZA,-29.539,31.2144,68.0,73,20,8.05,light rain
474,Mayo,US,38.8876,-76.5119,41.0,36,1,9.22,clear sky
475,Dzaoudzi,YT,-12.7887,45.2699,80.6,83,20,4.61,few clouds
476,Hua Hin,TH,12.5707,99.9588,91.99,66,20,6.91,few clouds
477,Slave Lake,CA,55.2834,-114.769,39.2,38,90,3.44,overcast clouds
478,Mandurah,AU,-32.55,115.7,79.0,66,7,1.01,clear sky
479,Kiama,AU,-34.6833,150.8667,82.99,68,0,11.99,clear sky
480,Price,US,39.5994,-110.8107,51.8,25,1,9.22,clear sky
481,Seoul,KR,37.5683,126.9778,59.0,94,90,8.05,moderate rain
482,Jesus Carranza,MX,17.4333,-95.0333,67.1,96,46,6.98,scattered clouds
483,Gold Coast,AU,-28.0,153.4333,75.99,73,40,17.27,light rain
484,Fairbanks,US,64.8378,-147.7164,16.0,62,90,5.75,light snow
485,Kaeo,NZ,-35.1,173.7833,71.01,74,6,8.99,clear sky
486,Narsaq,GL,60.9167,-46.05,35.6,87,90,2.3,light rain
487,Portland,US,45.5234,-122.6762,57.2,51,75,5.75,broken clouds
488,Icatu,BR,-2.7758,-44.0658,78.8,94,0,2.3,clear sky
489,Wad Rawah,SD,15.1603,33.1397,76.23,14,12,17.27,few clouds
490,Piranhas,BR,-16.4269,-51.8222,70.09,85,26,4.34,scattered clouds
491,Mount Darwin,ZW,-16.7725,31.5838,56.48,83,2,1.86,clear sky
492,Maamba,ZM,-17.3667,27.15,63.34,81,3,1.45,clear sky
493,Bad Aussee,AT,47.61,13.7824,25.0,100,96,8.01,overcast clouds
494,Port Lincoln,AU,-34.7333,135.8667,84.65,29,0,7.2,clear sky
495,Meulaboh,ID,4.1363,96.1285,79.66,78,99,3.8,overcast clouds
496,Sao Desiderio,BR,-12.3633,-44.9733,70.18,93,100,1.57,overcast clouds
497,Richards Bay,ZA,-28.783,32.0377,71.46,78,100,15.99,light rain
498,Chunhuhub,MX,19.55,-88.6833,69.22,61,59,5.57,broken clouds
499,Bujumbura,BI,-3.3822,29.3644,69.01,85,79,3.65,broken clouds
500,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.93,80,5,4.76,clear sky
501,Lorengau,PG,-2.0226,147.2712,80.2,81,100,1.63,very heavy rain
502,Viedma,AR,-40.8135,-62.9967,66.78,54,88,14.56,overcast clouds
503,Biu,NG,10.6129,12.1946,71.1,13,59,9.86,broken clouds
504,Bereda,ES,43.2686,-7.5406,54.0,100,49,3.44,scattered clouds
505,Pacifica,US,37.6138,-122.4869,52.0,81,90,8.05,overcast clouds
506,Agadez,NE,19.75,10.25,64.89,15,0,8.08,clear sky
507,Krutinka,RU,56.0055,71.5113,30.74,88,88,13.82,overcast clouds
508,Neepawa,CA,50.2289,-99.4664,33.8,55,20,10.36,few clouds
509,Nishihara,JP,26.1842,127.7558,77.0,83,75,5.75,broken clouds
510,Calama,CL,-22.4667,-68.9333,50.0,43,0,4.61,clear sky
511,Kristinehamn,SE,59.3098,14.1081,33.8,69,90,5.75,overcast clouds
512,Hamilton,US,39.1834,-84.5333,37.0,69,1,2.33,clear sky
513,Zyryanka,RU,65.75,150.85,6.49,70,69,3.29,broken clouds
514,Rabaul,PG,-4.1967,152.1721,85.26,62,86,5.64,overcast clouds
515,Gizo,SB,-8.103,156.8419,85.89,66,74,7.36,broken clouds
516,Omsukchan,RU,62.5333,155.8,8.24,70,11,4.59,few clouds
517,Neiafu,TO,-18.65,-173.9833,84.2,70,75,9.22,broken clouds
518,Ostersund,SE,63.1792,14.6357,30.99,86,90,12.66,overcast clouds
519,Hami,CN,42.8,93.45,56.91,11,3,7.78,clear sky
520,Staryy Nadym,RU,65.6118,72.6842,31.78,99,99,7.99,overcast clouds
521,Trinidad,BO,-14.8333,-64.9,68.94,94,100,4.0,overcast clouds
522,Marsa Matruh,EG,31.3525,27.2453,48.2,87,0,5.57,clear sky
523,Langenburg,DE,49.2544,9.8458,37.99,80,75,4.61,broken clouds
524,Tutoia,BR,-2.7619,-42.2744,78.3,87,66,7.2,moderate rain
525,Mocuba,MZ,-16.8392,36.9856,66.61,95,0,2.55,clear sky
526,Thiers,FR,45.8333,3.5,42.8,70,0,8.05,clear sky
527,Leningradskiy,RU,69.3833,178.4167,-11.04,94,80,3.13,broken clouds
528,Sheridan,US,44.8333,-106.9173,48.99,53,1,5.75,clear sky
529,Ocos,GT,14.5094,-92.1933,80.6,74,1,6.06,clear sky
530,Egvekinot,RU,66.3167,-179.1667,-3.87,92,100,17.13,light snow
531,Khislavichi,RU,54.1871,32.1582,32.49,84,21,4.29,few clouds
532,Kuusankoski,FI,60.907,26.6244,33.01,100,90,5.75,overcast clouds
533,Pottsville,US,40.6857,-76.1955,32.0,61,0,6.46,clear sky
534,Sioux Lookout,CA,50.1001,-91.917,42.8,42,90,5.75,overcast clouds
535,Miles City,US,46.4083,-105.8406,62.6,19,1,6.06,clear sky
536,La Ronge,CA,55.1001,-105.2842,33.8,55,13,4.61,few clouds
537,Labuhan,ID,-6.8844,112.2051,86.25,66,63,6.62,broken clouds
538,Kamenskiy,RU,50.8855,45.488,38.26,86,12,6.35,few clouds
539,Dong Xoai,VN,11.5333,106.9167,95.07,43,63,3.33,broken clouds
540,Puerto Madryn,AR,-42.7692,-65.0385,63.55,79,42,11.5,light rain
541,Atbasar,KZ,51.8,68.3333,22.64,83,89,6.46,overcast clouds
542,Coruripe,BR,-10.1256,-36.1756,77.59,76,2,9.89,clear sky
543,Tayoltita,MX,24.0833,-105.9333,67.69,57,27,5.64,scattered clouds
544,Yatou,CN,37.15,122.3833,45.14,94,100,23.64,overcast clouds
545,Cadillac,US,44.2519,-85.4012,33.8,37,1,5.75,clear sky
546,Severodvinsk,RU,64.5635,39.8302,24.8,93,40,4.47,scattered clouds
547,Nouadhibou,MR,20.931,-17.0347,66.2,88,0,16.11,clear sky
548,Telford,GB,52.6766,-2.4493,39.2,81,90,5.75,overcast clouds
549,Baikunthpur,IN,23.25,82.55,92.52,4,0,8.57,clear sky
550,Serebryanyy Bor,RU,56.8,124.8,14.02,68,100,8.97,overcast clouds
551,Buchanan,LR,5.8808,-10.0467,77.0,94,75,1.52,broken clouds
552,Santa Cruz De Tenerife,ES,28.4682,-16.2546,64.0,87,75,13.8,broken clouds
553,Taltal,CL,-25.4,-70.4833,65.37,79,27,3.67,scattered clouds
554,Vega De Alatorre,MX,20.0333,-96.6333,66.09,89,100,10.74,overcast clouds
555,Marshall,US,34.3834,-86.3333,42.8,49,1,3.27,clear sky
556,Pisco,PE,-13.7,-76.2167,68.0,77,0,5.75,clear sky
557,Ravar,IR,31.2656,56.8055,77.25,21,22,5.75,few clouds
558,Thouars,FR,46.976,-0.2151,39.99,6,0,7.0,clear sky
559,Kununurra,AU,-15.7667,128.7333,93.2,40,100,17.27,overcast clouds
560,Mananara,MG,-16.1667,49.7667,74.46,84,93,6.24,overcast clouds
561,Benicarlo,ES,40.4165,0.4271,54.0,80,16,4.0,few clouds
562,Turukhansk,RU,65.8167,87.9833,14.41,91,100,13.11,light snow
563,Kavieng,PG,-2.5744,150.7967,84.38,73,99,7.58,light rain
564,Waddan,LY,29.1614,16.139,62.24,30,0,5.86,clear sky
565,Thenzawl,IN,23.3167,92.75,80.6,65,20,3.44,haze
566,Roald,NO,62.5833,6.1333,39.2,65,90,10.36,overcast clouds
567,Ambon,ID,-3.6954,128.1814,89.6,70,40,8.05,scattered clouds
568,Lusambo,CD,-4.9667,23.45,69.13,96,100,1.01,overcast clouds
569,Hun,LY,29.1268,15.9477,62.69,29,0,6.06,clear sky
570,Udachnyy,RU,66.4167,112.4,-6.66,84,95,7.14,overcast clouds
571,Jever,DE,53.5833,7.9,42.01,93,35,6.91,scattered clouds
572,Gao,ML,16.6362,1.637,72.09,8,1,11.72,clear sky
573,Aksu,CN,41.1231,80.2644,45.66,50,92,7.36,moderate rain
574,Aborlan,PH,9.4352,118.5492,89.6,66,20,11.5,few clouds
575,Alta Floresta,BR,-9.8756,-56.0861,70.65,96,100,2.28,overcast clouds
576,Northam,GB,51.0333,-4.2167,43.0,80,1,8.01,clear sky
577,Joshimath,IN,30.5667,79.5667,55.33,13,0,4.85,clear sky
578,San Mateo Del Mar,MX,16.2,-95.0,74.95,77,9,40.09,clear sky
579,Aswan,EG,24.0934,32.907,57.58,34,0,10.38,clear sky
580,Tianpeng,CN,30.9866,103.9393,66.2,48,40,7.38,scattered clouds
581,Partizanskoye,RU,55.5006,94.39,33.75,71,100,21.65,overcast clouds
582,Lander,US,42.833,-108.7307,55.4,21,1,13.8,clear sky
583,Iisalmi,FI,63.5592,27.1907,30.2,100,0,6.91,clear sky
584,Pittsburg,US,38.028,-121.8847,57.2,47,1,9.22,clear sky
585,Salinopolis,BR,-0.6136,-47.3561,78.17,84,38,8.1,scattered clouds
586,Pochutla,MX,15.7432,-96.4661,82.0,75,0,2.73,clear sky
587,Broome,US,42.2506,-75.833,26.01,46,1,6.91,clear sky
588,Teno,CL,-34.8667,-71.1833,57.0,76,0,2.98,clear sky
589,Mattru,SL,7.6244,-11.8332,76.75,91,58,2.01,broken clouds
590,Te Anau,NZ,-45.4167,167.7167,59.2,49,100,7.96,moderate rain
591,Haines Junction,CA,60.7522,-137.5108,28.4,40,99,3.44,overcast clouds
592,Kawalu,ID,-7.3817,108.2082,86.94,56,99,2.26,overcast clouds
593,Le Vauclin,MQ,14.5452,-60.8388,75.2,78,40,6.91,scattered clouds
594,Hokitika,NZ,-42.7167,170.9667,62.02,75,100,4.74,moderate rain
595,Solnechnyy,RU,50.7214,136.6319,36.48,47,38,16.98,scattered clouds
596,Kangaba,ML,11.9333,-8.4167,76.69,10,44,4.16,scattered clouds
597,Nioro,GM,13.35,-15.75,72.54,65,7,7.16,clear sky
598,Severo-Yeniseyskiy,RU,60.3725,93.0408,27.61,91,100,8.99,light snow
599,Pontianak,ID,-0.0333,109.3333,87.8,62,20,9.22,few clouds
600,Trincomalee,LK,8.5711,81.2335,87.06,56,57,14.76,broken clouds
601,Sibolga,ID,1.7427,98.7792,86.13,60,98,5.06,overcast clouds
602,Lazaro Cardenas,MX,17.9583,-102.2,75.99,75,1,2.93,clear sky
603,Kilakarai,IN,9.2333,78.7833,87.6,56,40,9.31,scattered clouds
604,Saint-Ambroise,CA,48.5501,-71.3324,21.99,73,52,6.91,broken clouds
605,Huarmey,PE,-10.0681,-78.1522,69.96,84,35,5.88,scattered clouds
606,Yining,CN,29.0361,114.5636,59.77,85,100,2.93,light rain
607,Kimbe,PG,-5.5502,150.1429,82.4,76,98,2.33,overcast clouds
608,Chulman,RU,56.8479,124.9104,13.75,68,99,9.44,overcast clouds
609,Charters Towers,AU,-20.1,146.2667,80.85,48,72,14.65,broken clouds
610,San Quintin,MX,30.4833,-115.95,59.63,81,7,9.44,clear sky
611,Ibicui,BR,-14.8417,-39.9867,68.85,97,96,1.32,overcast clouds
612,Mbini,GQ,1.574,9.6134,78.8,100,40,7.05,scattered clouds
613,Gannan,CN,47.9147,123.5031,45.64,14,0,17.72,clear sky
614,Balancan,MX,17.8,-91.5333,73.04,73,37,7.94,scattered clouds
615,Porto Santo,PT,33.072,-16.3415,60.8,67,75,5.75,broken clouds
616,Santa Teresa,VE,10.2341,-66.6631,69.01,84,66,4.0,broken clouds
617,Ust-Koksa,RU,50.2696,85.6108,29.82,57,19,1.86,few clouds
618,Umm Lajj,SA,25.0213,37.2685,67.98,32,0,17.58,clear sky
619,Wichita Falls,US,33.9137,-98.4934,57.2,41,1,11.5,clear sky
620,Honiara,SB,-9.4333,159.95,87.04,66,36,5.7,scattered clouds
621,Los Andes,CL,-32.8337,-70.5983,61.0,99,2,1.66,clear sky
622,Anloga,GH,5.7947,0.8973,82.4,83,40,3.44,scattered clouds
623,Victoria Point,AU,-27.5833,153.3,78.01,67,66,11.01,light rain
624,Bagdarin,RU,54.4333,113.6,34.2,47,100,13.87,overcast clouds
625,Stykkisholmur,IS,65.0757,-22.7297,41.13,94,100,14.94,overcast clouds
626,Nueva Gerona,CU,21.8833,-82.8,74.07,69,84,22.41,broken clouds
627,Kondinskoye,RU,59.6481,67.41,33.12,99,100,7.63,light snow
628,Talnakh,RU,69.4865,88.3972,-4.99,77,13,6.98,few clouds
629,Tongren,CN,27.7172,109.1853,50.88,90,100,4.76,overcast clouds
630,Whitehorse,CA,60.7161,-135.0538,28.4,46,1,10.36,clear sky
631,Lubango,AO,-14.9172,13.4925,59.61,90,100,5.06,overcast clouds
632,Porto Velho,BR,-8.7619,-63.9039,77.0,94,75,1.14,light rain
633,Nara,JP,34.6851,135.8049,71.01,56,75,6.91,broken clouds
634,Gorom-Gorom,BF,14.4439,-0.2361,75.16,9,0,9.28,clear sky
635,Pascagoula,US,30.3658,-88.5561,44.01,87,1,9.42,clear sky
636,Asau,RO,46.4333,26.4,39.99,64,100,0.43,light rain
637,Jackson,US,42.4165,-122.8345,68.0,21,1,6.91,clear sky
638,Kuala Terengganu,MY,5.3302,103.1408,86.0,79,20,1.14,few clouds
639,Port Loko,SL,8.7667,-12.7833,76.1,93,82,2.75,broken clouds
640,Susanville,US,40.4163,-120.653,60.8,17,1,4.61,clear sky
641,Sorland,NO,67.667,12.6934,40.12,84,100,22.41,overcast clouds
642,Lorica,CO,9.2365,-75.8135,80.64,80,100,7.23,overcast clouds
643,Puerto Colombia,CO,10.9878,-74.9547,78.8,83,20,13.8,few clouds
644,Sao Lourenco,BR,-22.1164,-45.0544,56.89,94,13,2.75,few clouds
645,Gambo,CF,4.6482,22.2633,68.34,97,100,2.24,overcast clouds
646,Axim,GH,4.8699,-2.2405,78.53,89,36,4.74,scattered clouds
647,Ketchikan,US,55.3422,-131.6461,32.0,100,90,8.05,snow
648,Yaan,NG,7.3833,8.5667,76.86,32,90,4.38,overcast clouds
649,Waingapu,ID,-9.6567,120.2641,81.03,82,100,5.17,overcast clouds
650,Smithers,CA,54.7804,-127.1743,39.2,65,75,3.44,broken clouds
651,Redcar,GB,54.6166,-1.06,42.01,77,28,11.99,scattered clouds
652,Kandrian,PG,-6.2167,149.55,85.17,69,94,3.13,light rain
653,Jerusalem,IL,31.769,35.2163,46.0,94,28,4.0,scattered clouds
654,Cutervo,PE,-6.379,-78.8157,50.94,95,75,2.89,light rain
655,Ridgetown,CA,42.4334,-81.8998,28.4,80,1,2.39,clear sky
656,Zubtsov,RU,56.1753,34.5894,31.66,90,100,3.69,overcast clouds
657,Ceres,US,37.5949,-120.9577,73.4,27,1,16.11,clear sky
658,Puerto El Triunfo,SV,13.2833,-88.55,86.0,42,0,19.57,clear sky
659,Amahai,ID,-3.3333,128.9167,88.2,60,87,3.31,overcast clouds
660,Mwinilunga,ZM,-11.7358,24.4293,57.4,97,10,3.91,clear sky
661,Cozumel,MX,20.5083,-86.9458,73.4,53,75,8.05,broken clouds
662,Anadyr,RU,64.75,177.4833,6.8,85,75,20.13,snow
663,Sakakah,SA,29.9697,40.2064,48.2,57,0,11.5,clear sky
664,Bogo,PH,11.0517,124.0055,86.02,60,7,7.09,clear sky
665,Saint-Augustin,CA,51.226,-58.6502,35.28,99,100,7.54,light rain
666,Lagos,NG,6.5833,3.75,78.03,89,17,2.51,few clouds
667,Pashiya,RU,58.4324,58.2562,32.74,88,98,10.04,overcast clouds
668,Avera,US,33.194,-82.5271,37.4,81,1,4.59,clear sky
669,Baiao,BR,-2.7906,-49.6717,72.1,98,89,1.23,overcast clouds
670,Taoudenni,ML,22.6783,-3.9836,81.45,10,33,8.46,scattered clouds
671,Margate,GB,51.3813,1.3862,43.0,66,51,8.01,broken clouds
672,Pafos,CY,34.7667,32.4167,59.0,77,75,12.66,broken clouds
673,Salvacion,PH,7.9833,126.1333,88.52,59,89,4.68,overcast clouds
674,Leuwiliang,ID,-6.5745,106.6344,84.0,92,97,3.0,moderate rain
675,Hwange,ZW,-18.3693,26.5019,61.03,65,25,1.83,scattered clouds
676,Tomatlan,MX,19.9333,-105.25,69.44,82,100,0.81,overcast clouds
677,Ejido,VE,8.5514,-71.2375,67.44,86,100,5.7,overcast clouds
678,Gueugnon,FR,46.6036,4.0629,39.2,81,0,10.36,clear sky
679,Pontes E Lacerda,BR,-15.2261,-59.3353,72.01,94,100,2.71,overcast clouds
680,Siquirres,CR,10.0975,-83.5066,66.0,61,98,10.0,overcast clouds
681,Innisfail,AU,-17.5333,146.0333,75.31,88,99,7.7,overcast clouds
682,College,US,64.8569,-147.8028,16.0,57,90,4.61,light snow
683,Devgarh,IN,25.5333,73.9,85.08,6,0,7.27,clear sky
684,Manuk Mangkaw,PH,4.8,119.85,82.72,75,100,8.81,overcast clouds
685,Manisa,TR,38.8333,28.1667,42.12,76,35,4.25,scattered clouds
686,Truckee,US,39.328,-120.1833,46.4,46,1,5.75,clear sky
687,Waipawa,NZ,-41.4122,175.5153,62.6,48,60,17.27,broken clouds
688,Skoczow,PL,49.8009,18.7877,34.0,78,90,5.01,overcast clouds
689,Hit,IQ,33.6416,42.8251,55.49,52,0,13.91,clear sky
690,Adre,TD,13.4667,22.2,71.42,16,13,19.28,few clouds
691,Gimbi,ET,9.1667,35.8333,62.44,50,63,3.06,broken clouds
692,Gudari,IN,19.35,83.7833,93.52,43,10,4.99,clear sky
693,Kolokani,ML,13.5728,-8.0339,75.52,10,6,8.88,clear sky
694,Novouzensk,RU,50.4592,48.1431,40.57,89,100,4.92,overcast clouds
695,Buala,SB,-8.145,159.5921,86.68,64,41,6.53,scattered clouds
696,Maarianhamina,AX,60.0973,19.9348,37.4,70,0,13.8,clear sky
697,Ust-Nera,RU,64.5667,143.2,15.48,81,99,4.79,overcast clouds
698,Lerwick,GB,60.1545,-1.1494,44.6,76,90,9.22,overcast clouds
699,Santa Cruz Del Sur,CU,20.7147,-77.9956,74.57,76,76,16.98,broken clouds
